# Sentences written for this pack (src "gen"): word<TAB>Indonesian<TAB>English. Formal/neutral
# register except the colloquial particles. Each covers a word Tatoeba shows in fewer than 2 usable sentences.
dong	Cepat sedikit dong, kita sudah hampir telat!	Come on, hurry a bit, we're almost late!
kok	Kok kamu datang terlambat lagi hari ini?	How come you came late again today?
lemah	Setelah sakit, badan saya masih lemah.	After being ill, my body is still weak.
pasang	Tolong pasang foto ini di dinding kamar.	Please put this photo on the bedroom wall.
fungsi	Apa fungsi tombol merah ini?	What is the function of this red button?
lomba	Adik saya menang lomba lari di sekolah.	My little brother won the running race at school.
punggung	Punggung saya sakit setelah bekerja seharian.	My back hurts after working all day.
setia	Anjing itu sangat setia kepada pemiliknya.	That dog is very loyal to its owner.
cewek	Cewek itu adalah teman baik adik saya.	That girl is my little sister's good friend.
tari	Anak-anak belajar tari tradisional di sekolah.	The children learn traditional dance at school.
tari	Kami menonton pertunjukan tari di taman kota.	We watched a dance performance in the city park.
rekam	Tolong rekam suara saya dengan telepon ini.	Please record my voice with this phone.
panah	Dia menembakkan panah ke arah pohon itu.	He shot an arrow towards that tree.
komunitas	Kami punya komunitas pecinta buku di kota ini.	We have a book lovers' community in this city.
koleksi	Kakek punya koleksi uang lama yang besar.	Grandfather has a big collection of old money.
padang	Banyak sapi makan rumput di padang itu.	Many cows eat grass in that field.
sosok	Dia sosok ayah yang baik bagi anak-anaknya.	He is a good father figure to his children.
skala	Gempa itu kecil, hanya tiga skala saja.	The earthquake was small, only three on the scale.
koin	Saya menemukan koin tua di dalam tanah.	I found an old coin in the ground.
koin	Dia menyimpan koin di dalam kotak kecil.	He keeps coins in a small box.
teroris	Polisi menangkap dua orang teroris kemarin.	The police arrested two terrorists yesterday.
teroris	Teroris itu masuk ke penjara selama sepuluh tahun.	The terrorist went to prison for ten years.
bernapas	Saya sulit bernapas karena udara panas.	I find it hard to breathe because of the hot air.
bernapas	Ikan bernapas di dalam air.	Fish breathe in water.
logam	Kursi ini terbuat dari logam.	This chair is made of metal.
logam	Emas adalah logam yang mahal.	Gold is an expensive metal.
sombong	Dia sombong karena punya banyak uang.	He is arrogant because he has a lot of money.
sombong	Jangan sombong kepada teman-teman kamu.	Don't be arrogant towards your friends.
bagaikan	Dia bernyanyi bagaikan burung di pagi hari.	She sings like a bird in the morning.
mama	Mama sedang memasak di dapur sekarang.	Mum is cooking in the kitchen now.
mama	Saya selalu menelepon mama setiap hari Minggu.	I always call mum every Sunday.
egois	Jangan terlalu egois kepada orang lain.	Don't be too selfish towards other people.
egois	Dia anak yang egois dan tidak mau berbagi.	He is a selfish child who won't share.
material	Material rumah ini sangat kuat.	The material of this house is very strong.
material	Kami membeli material bangunan di toko itu.	We bought building materials at that shop.
pembayaran	Pembayaran bisa dilakukan dengan kartu.	Payment can be made by card.
pembayaran	Pembayaran sewa rumah setiap awal bulan.	The house rent is paid at the start of every month.
sekretaris	Sekretaris itu menjawab telepon di kantor.	The secretary answers the phone at the office.
sekretaris	Ibu saya bekerja sebagai sekretaris.	My mother works as a secretary.
tipis	Buku ini sangat tipis dan ringan.	This book is very thin and light.
tipis	Baju tipis tidak cocok untuk cuaca dingin.	Thin clothes are not suitable for cold weather.
pelatihan	Kami mengikuti pelatihan komputer minggu lalu.	We took a computer training course last week.
pelatihan	Pelatihan ini untuk pegawai baru.	This training is for new employees.
sidang	Sidang di pengadilan dimulai jam sembilan.	The court hearing starts at nine o'clock.
sidang	Hakim membuka sidang pagi ini.	The judge opened the hearing this morning.
busuk	Buah itu sudah busuk dan bau.	That fruit is already rotten and smells.
busuk	Jangan makan ikan yang busuk.	Don't eat rotten fish.
pencarian	Pencarian anak yang hilang itu berhasil.	The search for the missing child succeeded.
pencarian	Polisi menghentikan pencarian pada malam hari.	The police stopped the search at night.
matang	Pisang ini belum matang.	This banana is not ripe yet.
matang	Daging itu sudah matang, ayo makan.	The meat is cooked, let's eat.
menyampaikan	Saya ingin menyampaikan salam kepada ibumu.	I want to send my greetings to your mother.
menyampaikan	Guru menyampaikan berita itu kepada murid.	The teacher conveyed the news to the students.
gelisah	Dia gelisah menunggu hasil ujian.	She is restless waiting for the exam results.
gelisah	Saya merasa gelisah sebelum tidur.	I feel uneasy before sleeping.
biji	Buah ini punya banyak biji kecil.	This fruit has many small seeds.
biji	Petani itu menanam biji jagung.	The farmer plants corn seeds.
tahanan	Tahanan itu melarikan diri dari penjara.	The prisoner escaped from prison.
tahanan	Polisi membawa tahanan ke kantor polisi.	The police took the prisoner to the police station.
berkurang	Jumlah murid di sekolah ini berkurang.	The number of students at this school has decreased.
berkurang	Sakit kepala saya sudah berkurang.	My headache has lessened.
asisten	Asisten dokter itu sangat ramah.	The doctor's assistant is very friendly.
asisten	Dia bekerja sebagai asisten guru.	She works as a teaching assistant.
pasang	Ayah memasang lampu baru di ruang tamu.	Father put up a new lamp in the living room.
komunitas	Komunitas kami sering membersihkan pantai bersama.	Our community often cleans the beach together.
matang	Buah di pohon itu sudah matang.	The fruit on that tree is already ripe.
gudang	Kami menyimpan barang lama di gudang.	We keep old things in the storeroom.
gudang	Gudang di belakang rumah itu penuh kotak.	The shed behind the house is full of boxes.
seandainya	Seandainya saya punya uang, saya akan membeli rumah.	If only I had money, I would buy a house.
seandainya	Seandainya hari ini tidak hujan, kita bisa pergi ke pantai.	If it weren't raining today, we could go to the beach.
memalukan	Perbuatan itu sangat memalukan bagi keluarganya.	That act was very embarrassing for his family.
memalukan	Jatuh di depan kelas itu sangat memalukan.	Falling in front of the class was very embarrassing.
latihan	Setiap pagi saya melakukan latihan di taman.	Every morning I do exercises in the park.
kembang	Kembang ini warnanya kuning.	This flower is yellow.
media	Media sering membicarakan masalah itu.	The media often talk about that problem.
sebab	Saya tidak datang sebab saya sakit.	I didn't come because I was sick.
tarik	Tolong tarik pintu itu, jangan didorong.	Please pull that door, don't push it.
asap	Ada asap hitam dari dapur.	There is black smoke coming from the kitchen.
infeksi	Luka itu bisa menjadi infeksi kalau tidak dibersihkan.	That wound can get infected if it is not cleaned.
sandi	Pesan itu ditulis dalam sandi rahasia.	The message was written in a secret code.
kesuksesan	Kerja keras adalah kunci kesuksesan.	Hard work is the key to success.
bungkus	Saya membeli dua bungkus roti di toko.	I bought two packs of bread at the shop.
singgung	Maaf, saya tidak bermaksud menyinggung perasaan Anda.	Sorry, I didn't mean to offend your feelings.
memerintahkan	Guru memerintahkan murid-murid untuk diam.	The teacher ordered the students to be quiet.
lemak	Daging ini punya banyak lemak.	This meat has a lot of fat.
putar	Kamu harus putar kunci itu ke kanan.	You have to turn that key to the right.
tertentu	Dia hanya makan buah tertentu setiap pagi.	He only eats certain fruits every morning.
bahas	Masalah ini akan kita bahas dalam rapat besok.	We will discuss this problem in tomorrow's meeting.
jaket	Pakailah jaket karena udara di luar sangat dingin.	Wear a jacket because the air outside is very cold.
alami	Saya suka warna rambutnya yang alami.	I like her natural hair colour.
lebar	Jalan di depan sekolah itu cukup lebar.	The road in front of that school is quite wide.
kampung	Nenek saya tinggal di sebuah kampung kecil dekat sungai.	My grandmother lives in a small village near the river.
rata	Tanah di lapangan itu tidak rata.	The ground on that field is not even.
kegelapan	Anak kecil itu takut pada kegelapan malam.	That little child is afraid of the darkness of the night.
baterai	Baterai telepon saya sudah hampir habis.	My phone battery is almost dead.
panah	Ikuti tanda panah untuk menemukan pintu keluar.	Follow the arrow to find the exit.
paus	Paus adalah hewan terbesar di laut.	The whale is the largest animal in the sea.
kini	Pada masa kini, banyak orang bekerja dari rumah.	Nowadays, many people work from home.
